job_id,job_name,degree,low_salary,high_salary,exp_year,job_type,worktime,isnight,needed_num
91450698,儲備經理(薪資40000元起),4,40000,\N,5,0,9.00,1,0
91447978,經營管理儲備幹部,4,40000,80000,7,0,8,3,1
91438430,☪總部-經理室財務策略顧問,4,40000,\N,8,0,9.50,1,1
91433807,區塊鏈市場總監,4,160000,200000,7,0,8,1,1
91426299,管理部資深主管,4,40000,\N,5,0,8,3,1
91422426,Maison Kayser法式精品麵包-店長,3,35000,45000,3,0,8,3,1
91420659,安全部經理,3,40000,\N,5,0,8,1,1
91293504,微風集團-資深餐飲招商主管,3,40000,\N,5,0,8,1,2
91282662,物流管理幹部(月薪35000-40000),4,35000,40000,10,0,9.00,1,1
91282521,(越南)總經理特助,4,40000,\N,5,0,9.00,1,1
91279350,經營主管,0,50000,50000,3,0,8,1,1
91278372,Adore Cosmetics百貨專櫃店經理(高底薪+獎金),3,42000,100000,3,0,8,3,1
91269851,兒美教務主任(台中區),4,38000,38000,5,0,8,1,1
91248653,投融資經理,3,50000,80000,2,0,9.50,1,0
91240340,門市中區督導,3,40000,\N,5,0,8,3,1
91236656,管理部主管,3,40000,\N,5,0,8,1,1
91220851,『底薪+高獎金』不動產儲備店長，輕鬆月入3-10萬！＊歡迎零經驗者＊,3,40000,\N,2,0,8,1,1
91218437,珠寶門市經理(台中),4,33000,100000,7,0,11.50,1,1
91199404,內勤主管,0,35000,35000,5,0,9.00,1,1
91187745,☪總部-產品事業部總監,4,40000,\N,5,0,8,1,1
91154600,高雄區總監,3,40000,\N,5,0,9.00,1,1
91147814,班主任(台北全區),3,35000,45000,0,0,6.50,3,1
85959772,幼兒園務輔導員_台北總公司,3,35000,45000,3,0,8,1,1
85947909,Strategic Procurement Planning and Analysis 採購策略幕僚,5,40000,\N,2,0,9.00,1,1
85947905,Commodity 策略規劃經理  - (PAPS),4,40000,\N,3,0,8,1,1
85947895,策略規劃拓展人員,4,40000,\N,3,0,8,1,1
85926654,涵碧樓酒店駐店經理(大陸、台灣),3,40000,\N,10,0,8,1,1
85912653,危老都更事業處營運主管(關係企業),4,40000,\N,8,0,8,1,1
85234677,諮詢顧問(年薪80萬以上),3,40000,\N,5,0,8,0,1
85234676,店主管(年薪120萬以上),3,40000,\N,5,0,8,0,1
85221463,店經理-50嵐學士店,3,33000,44000,0,0,8,0,0
85221457,店經理-50嵐健行店,3,33000,44000,0,0,8,0,0
85212243,遊學部門-行銷招生經理,4,32000,60000,3,0,9.00,3,1
85196875,營運經理,3,45000,70000,5,0,9.00,1,0
85181793,綜管襄理,3,40000,45000,5,0,8,1,1
85170675,阿舍食品-廠務維修,3,35000,45000,3,0,8,1,1
85128194,工務經理,0,40000,\N,5,0,8,1,1
85118244,華品文化(台北)-營運主任(儲備幹部) (薪資36K-60K),3,36000,60000,2,0,8,1,0
85085774,店經理-50嵐太平長億店,3,33000,44000,0,0,8,0,0
85083727,店經理-50嵐澎湖中正店,3,33000,44000,0,0,8,0,0
85065618,店經理-50嵐興大南門店,3,33000,44000,0,0,8,0,0
85059019,新莊區 社區經理,3,40000,\N,0,0,8,3,1
84879996,黑浮咖啡 儲備店長(台南區),0,30000,40000,1,0,8,3,0
84879989,黑浮咖啡 儲備幹部(楠梓店),0,30000,35000,0,0,8,3,0
84858209,店經理-50嵐彰化中正二店,3,33000,44000,0,0,8,0,0
84849592,店經理-50嵐金門金湖店,3,33000,44000,0,0,8,0,0
84833246,英文主管,4,23800,40000,0,0,7.00,0,1
84810709,店經理-50嵐大村店,3,33000,44000,0,0,8,0,0
84810707,店經理-50嵐崇德店,3,33000,44000,0,0,8,0,0
84810704,店經理-50嵐豐原中山店,3,33000,44000,0,0,8,0,0
84810697,區域經理-豐原中山店,0,44000,50000,0,0,8,0,0
84810688,店經理-50嵐樂業店,3,33000,44000,0,0,8,0,0
84810666,店經理-50嵐南投民族二店,3,33000,44000,0,0,8,0,0
80291664,華藝創意(台北)-營運主任(儲備幹部) (薪資36K-60K),3,36000,60000,2,0,8,1,0
80274795,直營教室班主任（台北）,4,29000,45000,5,0,9.00,1,1
80230059,店經理-50嵐軍功新店,3,33000,44000,0,0,8,0,0
80230048,店經理-50嵐埔心店,3,33000,44000,0,0,8,0,0
80230032,店經理-50嵐魚池店,3,33000,44000,0,0,8,0,0
80230015,店經理-50嵐黎明三店,3,33000,44000,0,0,8,0,0
80230012,店經理-50嵐黎明二店,3,33000,44000,0,0,8,0,0
80230003,店經理-50嵐彰化中山店,3,33000,44000,0,0,8,0,0
80229999,店經理-50嵐公益店,3,33000,44000,0,0,8,0,0
80229985,店經理-50嵐興大學府店,3,33000,44000,0,0,8,0,0
80229977,店經理-50嵐逢甲文華店,3,33000,44000,0,0,8,0,0
80229952,店經理-50嵐鹿港二店,3,33000,44000,0,0,8,0,0
80229913,店經理-50嵐雙十店,3,33000,44000,0,0,8,0,0
80229908,店經理-50嵐梧棲店,3,33000,44000,0,0,8,0,0
80229894,店經理-50嵐澎湖馬公店,3,33000,44000,0,0,8,0,0
80229884,店經理-50嵐繼光店,3,33000,44000,0,0,8,0,0
80229882,店經理-50嵐嘉義水上店,3,33000,44000,0,0,8,0,0
80229880,店經理-50嵐嘉義頭橋店,3,33000,44000,0,0,8,0,0
80229878,店經理-50嵐嘉義新生店,3,33000,44000,0,0,8,0,0
80229873,店經理-50嵐嘉義友愛店,3,33000,44000,0,0,8,0,0
80229871,店經理-50嵐嘉義中山店,3,33000,44000,0,0,8,0,0
80229865,店經理-50嵐嘉義興業店,3,33000,44000,0,0,8,0,0
80229860,店經理-50嵐嘉義吳鳳店,3,33000,44000,0,0,8,0,0
80229850,店經理-50嵐嘉義文化店,3,33000,44000,0,0,8,0,0
80229840,店經理-50嵐嘉義民族二店,3,33000,44000,0,0,8,0,0
80229766,店經理-50嵐嘉義民族店,3,33000,44000,0,0,8,0,0
80229757,店經理-50嵐彰美店,3,33000,44000,0,0,8,0,0
80185365,【久大文具連鎖】儲備幹部,3,33300,40000,1,0,8,0,0
80091051,董事長秘書,4,40000,\N,5,0,8,1,1
80033575,N13.電宰場生產管理主管(南投廠),3,40000,\N,3,0,8,1,1
79826155,儲備幹部,3,40000,\N,1,0,8,3,0
79667702,儲備主管  薪獎36000元,3,40000,\N,3,0,9.00,1,2
79662977,儲備幹部(店長/督導),3,28000,36000,1,0,8,0,0
79647360,校務行政儲備主管_ 內湖($32000~$40000),3,32000,40000,2,0,8,3,1
79647255,幼兒園儲備主管_台北($30000~$40000),3,30000,40000,3,0,8,1,1
79647251,幼兒園儲備主管_新竹/竹北($35000~$40000),3,35000,40000,3,0,8,1,0
79637883,【45k~60k起】遠傳管理團隊-門市管理督導(高屏區)薪可議、進階主管人生!,0,40000,\N,3,0,8,0,2
79386328,區域經理-梧棲店,0,44000,50000,0,0,8,0,0
79386327,區域經理-樹孝店,0,44000,50000,0,0,8,0,0
79386326,區域經理-公益店,0,44000,50000,0,0,8,0,0
79386323,區域經理-中科店,0,44000,50000,0,0,8,0,0
91550626,✿特助秘書★,0,40000,\N,2,0,8,1,1
91550386,總經理特助,0,27000,28000,0,0,8,1,1
91550372,營運特助,3,35000,40000,5,0,8,3,1
91550201,董事長特助,4,36000,36000,0,0,8,1,1
91549889,總經理特助,0,23800,50000,0,0,8,1,0
91549821,行政,3,27000,27000,0,0,9.00,1,1
91549494,財務長特助,3,23800,45000,1,0,8,1,1
91549379,院長特助,4,35000,35000,0,0,8,0,1
91548533,秘書,0,25000,40000,0,0,8.50,1,1
91548219,營業管理師,4,26500,28000,1,0,9.00,1,1
91548137,秘書,0,25000,25000,0,0,9.00,1,1
91547210,主管助理,4,23800,23800,1,0,8,1,1
91542253,秘書,0,25000,25000,0,0,8,1,1
91520537,特助,3,30000,30000,1,0,8,1,1
91516170,特助秘書,3,40000,\N,2,0,8,1,1
91507180,餐飲營業經理,4,40000,\N,5,0,9.00,1,1
91498483,總經理特助,4,40000,\N,0,0,9.00,1,1
91496581,總經理特助,4,40000,\N,10,0,8,1,1
91494161,特別助理,3,25000,25000,0,0,8,1,1
91492763,行政祕書,0,30000,30000,0,0,9.00,1,1
91492154,總經理室專員,4,40000,\N,5,0,9.00,1,1
91488983,不動產估價助理,3,26000,26000,0,0,9.00,1,1
91477382,行政助理秘書,4,30000,35000,0,0,8,1,1
91476156,秘書,4,40000,\N,0,0,8.00,1,1
91469512,企劃專員,3,28000,36000,0,0,8,1,1
91465395,董事長特助,3,40000,\N,2,0,8,1,1
91464177,助理,3,28000,35000,1,0,9.50,1,1
91464096,高階主管特助,4,40000,\N,3,0,8,1,1
91457409,隨身特助/秘書/助理,0,30000,40000,0,0,8,3,1
91433170,主管特別助理,3,25000,35000,1,0,9.00,2,1
91432728,區塊鏈商務拓展經理,4,45000,60000,0,0,8,1,1
91304216,秘書,0,26000,26000,0,0,8,1,1
91296596,總經理秘書,4,26000,26000,1,0,8,1,1
91249506,英文特助 酒品,3,28000,28000,0,0,8,1,1
91198124,總經理特助-(全職)日班,3,25000,35000,1,0,8,1,0
91197014,【總公司急徵】營運管理人員-台北市,3,30000,30000,0,0,8.00,1,1
91147819,行政儲備幹部(台北全區),3,27000,45000,0,0,8.50,2,1
91145499,業務行政助理,3,26000,36000,1,0,8,1,1
85900653,業務人員,4,30000,30000,0,0,8,1,1
85856778,秘書(地政相關科系優先),4,26000,28000,0,0,10.00,1,1
85236208,教育訓練師-中部區域,0,35000,38000,0,0,8,1,1
85146516,新店區 秘書 (薪約30K~40K.會電腦文書.月休8天.速洽楊先生0958-174-696),3,30000,40000,1,0,9.00,1,1
85099257,高階主管秘書/特助,4,35000,45000,5,0,8,1,1
80267215,網站企劃助理,3,24000,28000,0,0,8,1,1
79794821,工務助理,0,25000,35000,1,0,9.00,1,1
79748866,特別助理,4,36000,160000,0,0,9.00,1,2
79033232,業務助理（行政外務）,0,23800,32000,0,0,9.00,1,1
78346265,協助看屋人員【全國不動產 板橋加盟店】,0,35000,100000,0,0,8,1,1
77025677,總經理室經理-熟資訊MIS(能配合國外長期性出差),4,40000,\N,5,0,9.00,1,1
76621206,董事長助理,3,30000,40000,1,0,8.50,1,1
76488457,英、日文秘書,0,25000,35000,0,0,3.00,1,1
75693519,外勤業務助理,3,32000,32000,0,0,8,1,1
75581158,總經理室經理(熟稽核),4,40000,\N,5,0,9.00,1,1
56667530,主管（英文）秘書,3,40000,60000,3,0,1.50,1,1
56183171,財務特助,4,40000,\N,7,0,9.00,1,1
55818827,禮儀助理,3,40000,60000,0,0,3.00,1,1
54422919,業務助理,3,28000,50000,0,0,3.00,1,1
91546342,執行長特助,4,40000,50000,5,0,8,1,1
91543091,行銷企劃專員,3,26000,32000,3,0,8,1,1
91540087,業務助理,0,30000,30000,0,0,8,1,1
91538531,總經理室助理,3,40000,\N,1,0,8,1,1
91535448,熱忱公費助理 （具備汽車駕照）,0,35000,40000,0,0,8,0,1
91534807,(新莊區.兼職可.時薪165元~175元 ) 主管特助秘書 ( 會電腦文書.速洽副院長林小姐0935-918-018),3,165,165,0,1,5.00,1,1
91533741,(健身房門市)業務主管,0,40000,\N,0,0,8,1,1
91532328,跟診助理,0,23800,30000,0,0,8,1,1
91532131,總院長特助(兼任總務),3,30000,45000,0,0,8,3,1
91530115,【技術/製造】翻譯專員,4,40000,\N,0,0,9.00,1,1
91529020,營運督導,3,35000,40000,3,0,9.00,1,1
91514651,特別助理,3,30000,30000,1,0,9.00,1,1
91499848,主管助理,3,37000,42000,0,0,8,0,1
91495637,行銷專員/特助,4,40000,\N,5,0,8,1,1
91494206,特別助理,0,30000,30000,0,0,9.00,1,1
91493417,總經理室特助(健檢專業),4,40000,\N,5,0,8,1,1
91485910,執行秘書,3,40000,\N,3,0,8,1,1
91481609,主管祕書（助理）,3,26000,30000,0,0,8,1,1
91476246,專案工務助理,3,30000,30000,0,0,3.00,1,1
91475818,經理特助,3,30000,35000,0,0,12.00,1,1
91465831,經營分析管理師 (大雅),4,40000,\N,5,0,9.00,1,1
91462046,事業群主管助理,5,35000,60000,0,0,8,1,1
91449994,業務助理,3,30000,30000,0,0,3.00,1,1
91431136,董事長特別助理,4,45000,55000,2,0,8,1,1
91423480,專案助理,3,30000,30000,0,0,3.00,1,1
91422801,【勤億蛋品】總務採購部-主管助理,4,40000,\N,5,0,8,1,1
91422262,總經理秘書,4,38000,52000,0,0,9.00,1,1
91422229,(薪約35K起 ) 內湖區 保全公司管理幹部 (有無經驗均可.速洽黃總0983-761-000),3,35000,35000,0,0,8,1,3
91294281,營運管理高階主管,4,40000,40000,0,0,9.00,1,1
91290002,主管特別助理,0,28000,30000,1,0,9.25,1,1
91270331,副總助理,3,32000,35000,0,0,8.50,2,1
91260818,業務專案經理、業務經理,3,40000,\N,5,0,8,1,1
91257205,執行長特助,3,23800,35000,0,0,8,3,0
91255306,總經理特別助理,4,34000,34000,0,0,8,1,1
91247932,【行政支援類】主管秘書,4,30000,65000,1,0,8,1,1
91238639,總經理室特助,4,32000,39999,0,0,8,1,1
91236056,日本事務中心-日文秘書,4,40000,\N,3,0,8,1,1
91231167,★★行政秘書★★,4,32000,37000,0,0,8,1,1
91222743,主管秘書,4,27000,40000,0,0,8,1,1
91210407,傑仕堡商旅 高階主管特別助理,0,25000,39000,0,0,9.00,1,1
91161056,P-循環經濟主管,6,40000,\N,10,0,8,1,1
91151956,主管特助【精準智造中心】上班地點:屏東(外縣市提供住宿),4,60000,80000,1,0,9.00,1,2
91130197,總經理特助(熟裝修營建門窗)-台北,4,40000,\N,0,0,8,1,1
85998708,財會暨人事專員(內科模範館) ,3,25000,35000,0,0,8,1,1
85974133,(新莊區) 主管特助秘書 ( 薪約26K~32K.會電腦文書.會開車.副院長林小姐0935-918-018),3,26000,32000,1,0,10.00,1,1
85900222,總經理室特別助理,4,40000,\N,10,0,9.00,1,1
85872109,經營企劃室-經營發展分析師,4,40000,\N,5,0,9.00,1,1
85847420,【程式設計專案助理】底薪27000,0,27000,27000,0,0,9.00,1,2
85837343,投資人關係(IR)【策略投資部】,4,40000,80000,2,0,9.00,1,1
85836566,董事長室助理(上班地點:高雄市大寮區),4,30000,40000,2,0,9.50,1,1
85207053,徵信助理,0,30000,35000,2,0,8,1,1
85160299,總經理室-行銷業務主管,4,40000,\N,5,0,8,1,1
85152316,徵信助理(桃園),0,30000,35000,2,0,8,1,1
85084155,營運助理,0,30000,50000,0,0,8,1,1
85058238,主管助理 - 採購,3,26000,30000,2,0,8,1,1
85022475,總經理秘書,3,32000,45000,1,0,9.00,1,0
80248512,隨行特助(新竹),3,23800,25000,0,0,8,1,1
80248510,隨行特助(台南),3,23800,25000,0,0,8,1,1
80248506,隨行特助(台北),3,23800,25000,0,0,8,1,1
80248505,隨行特助(台中),3,23800,25000,0,0,8,1,1
80248486,隨行特助(雲林),3,23800,25000,0,0,8,1,1
80248482,隨行特助(桃園),3,23800,26000,0,0,8,1,1
80241434,會計/助理,3,28000,36000,2,0,9.00,1,1
80241426,隨行特助(嘉義),3,23800,25000,0,0,8,1,1
80226348,隨行特助(宜蘭),3,23800,25000,0,0,8,1,1
80226347,隨行特助(南投),3,23800,25000,0,0,8,1,1
80226344,隨行特助(高雄),3,23800,25000,0,0,8,1,1
80111295,總經理特助,3,35000,50000,1,0,9.00,1,0
80111285,業務秘書(花蓮區),3,26000,35000,0,0,9.00,1,0
80110280,執行長特別助理,4,40000,\N,3,0,9.00,1,1
80040349,董事長秘書,3,35000,40000,2,0,9.50,1,1
79772105,總經理秘書,4,29000,35000,2,0,9.00,1,1
79644428,總經理助理,3,26000,26000,0,0,1.00,1,1
79385389,董事長特別助理兼主管駕駛(須會開車),4,25000,25000,0,0,8.50,3,1
79106021,總經理特助,4,40000,\N,10,0,8,1,1
78513202,工務助理,4,30000,50000,3,0,9.00,1,1
91542838,Secretary to Distinguished Professor,5,35000,50000,5,0,8,1,1
91542821,特聘教授秘書,5,35000,50000,5,0,8,1,1
91464813,行政秘書,3,28000,35000,1,0,9.50,1,1
79810450,特別業務高階秘書,3,36000,300000,2,0,9.00,1,3
78480574,英文行政專員,4,33000,40000,0,0,3.00,1,2
91148404,薪30-40K 秘書,4,30000,35000,0,0,9.00,1,0
85171272,高階秘書,4,48000,68000,1,0,3.00,1,1
79387291,業務助理,4,25000,25000,0,0,8,1,1
70554257,英文業務助理,3,28000,40000,1,0,3.00,1,1
56611405,行政助理~急需~,3,34000,34000,0,0,8,1,1
53390746,董事長特別助理,3,30000,30000,5,0,8,1,1
38617044,國貿人員-法文組,4,28000,38000,0,0,3.00,1,1
91534973,總經理特助,3,28000,38000,1,0,9.00,1,1
91512214,總經理特助,4,40000,\N,3,0,8,3,1
91504023,總經理室秘書,4,35000,40000,2,0,9.00,1,1
91503810,董事長秘書,3,40000,40000,0,0,9.00,1,1
91418295,培訓執行長特助,4,26000,32000,0,0,3.00,1,1
91148707,KIA汽車-業務管理專員,4,24000,28000,0,0,9.00,1,1
91135349,高級行政助理,4,31000,31000,4,0,9.00,1,1
86029215,主管特助,3,40000,\N,5,0,9.00,1,1
85959206,特助~有經驗者佳,0,28000,28000,0,0,8,1,1
85935699,大夜班店員,0,40000,\N,0,0,8,0,1
79896763,董事長室 特別助理,4,35000,45000,5,0,9.00,1,0
79125285,秘書-Secretary to senior supervisor,4,31400,31400,0,0,9.00,1,1
78397300,KIA汽車-營業部行政專員,4,24000,30000,0,0,8,1,1
75742205,總經理特助,3,25000,30000,0,0,3.00,1,1
53711101,董事長祕書/特別助理 洽0983-855-306,4,23800,30000,0,0,8,1,1
91495366,高階主管秘書,4,40000,\N,6,0,8,1,1
91494980,高階主管執行秘書,4,40000,\N,8,0,8,1,1
91488966,執行長特助,3,40000,40000,2,0,8,1,0
91466010,總經理特助或秘書,3,28000,50000,0,0,9.00,1,1
91458076,高階主管秘書,4,40000,\N,0,0,8,1,1
91421098,助理秘書,5,42000,45000,3,0,9.00,1,1
91416562,主管秘書(週休二日),4,28000,30000,3,0,8.50,2,1
91302525,泰嘉開發_董事長特助,4,40000,\N,5,0,9.00,1,1
91231536,執行長執行秘書,4,30000,40000,1,0,8.50,2,1
86011113,總經理特助,0,33000,50000,1,0,9.00,1,1
85991161,【儲備幹部】,3,30000,50000,3,0,9.00,1,1
85888054,【董事長秘書】速洽楊小姐0989-500-389,0,35000,80000,0,0,9.00,3,0
84999215,老闆特助,0,23800,30000,0,0,8,1,1
84851609,經理特助,4,23800,80000,2,0,8,1,1
78604380,國貿人員(純內勤),3,26000,26000,0,0,8,1,1
76182888,總經理秘書,4,30000,38000,1,0,9.00,1,1
75597322,國貿人員,4,26000,32000,0,0,3.00,1,1
70769162,會務秘書,3,25000,35000,3,0,3.50,1,2
54573757,【集團總部】 高階主管特助,4,35000,40000,3,0,8,1,1
53740002,總經理特助,4,40000,\N,5,0,8,1,2
91543269,不動產房仲秘書 [高獎金分紅],0,24000,26000,0,0,8,1,1
91539436,高階主管秘書,4,35000,35000,5,0,9.00,1,1
91518020,特務助理,3,35000,50000,1,0,8,1,1
91514891,高階主管秘書,3,40000,\N,3,0,9.00,1,1
91514549,RHT-執行長助理秘書,0,40000,\N,2,0,8,1,1
91508433,秘書,3,30000,35000,3,0,9.00,1,1
91502467,董事長秘書,3,32000,45000,2,0,9.00,1,1
91495593,高階主管特助,3,50000,50000,5,0,8,1,1
91487671,總經理室-專案特助,4,33000,37000,3,0,8,1,1
91473236,總經理室助理,4,35000,40000,2,0,9.00,1,1
91465006,董事長秘書(淡水),4,36000,42000,0,0,9.00,1,1
91268457,主管秘書,3,28000,50000,2,0,8,1,1
91165790,管理部兼秘書,0,26000,40000,0,0,9.00,1,2
86004600,專案秘書,4,24000,24000,2,0,8,1,1
85866462,秘書 / 特別助理,4,40000,\N,0,0,8,1,1
85855465,隨行秘書【主管機要】,4,30000,40000,3,0,8,1,1
85834061,執行長秘書,0,30000,35000,0,0,8,0,1
85237206,執行長特助,4,40000,50000,5,0,8,0,0
84880073,秘書,3,28000,28000,0,0,9.00,1,1
84871880,執行長秘書,3,23800,120000,0,0,8,1,1
84840637,國貿行政專案助理,3,40000,\N,5,0,8,1,1
84835701,主管秘書/特別助理,0,38000,45000,3,0,8,1,1
80191480,社群行銷美編秘書,3,24000,28000,0,0,8,1,1
79884519,秘書室主任,4,40000,60000,1,0,8,1,1
79877386,行政秘書,4,40000,\N,5,0,8,3,1
77322646,業務秘書,3,30000,45000,1,0,3.00,1,1
77028657,特別助理,3,40000,\N,0,0,8.00,1,2
71339509,董事長特助,3,40000,\N,5,0,8,1,1
56325982,英文祕書,4,30000,40000,3,0,8,1,1
55730381,董事長秘書特助,4,40000,\N,3,0,3.00,1,1
91542679,總經理助理(應屆畢業可),4,28000,40000,0,0,9.00,1,1
91494727,英文秘書,4,26000,26000,3,0,8,1,1
91487623,執行秘書,4,30000,40000,0,0,9.00,1,1
91430945,總經理特助,5,40000,\N,1,0,8.75,1,1
91215311,總經理室秘書,4,30000,40000,0,0,9.00,1,1
85946673,秘書,3,25000,28800,0,0,8,1,1
79937635,主管秘書,4,40000,\N,1,0,8,1,1
79585342,英文秘書( 須具備與國外原廠書信口語溝通能力 ),4,35000,35000,2,0,9.00,1,1
78310830,主管司機,0,38000,40000,1,0,8,1,1
77337282,秘書,4,35000,45000,5,0,9.00,1,1
91526809,董事長專案特助,4,40000,\N,10,0,9.00,1,1
91505495,經理秘書,3,35000,60000,2,0,3.00,1,1
91118548,管理部 經理 (北區),4,40000,60000,10,0,9.00,1,1
84814090,總經理室業務秘書,0,30000,35000,0,0,8,1,1
80285459,高階秘書,0,30000,40000,0,0,8,1,1
75576469,總經理秘書,3,35000,60000,2,0,3.00,1,1
75702834,客服秘書,4,28000,56000,2,0,8,3,1
79002524,秘書,3,23800,26000,0,0,9.50,1,0
78360623,特別助理,4,55000,55000,3,0,9.00,1,1
91500066,知名人壽 董事會秘書,4,40000,\N,3,0,9.00,1,1
91499590,董事長隨行秘書_某知名文創公司 (3003992),4,40000,\N,4,0,8,1,1
91269453,董事長秘書_某知名健身中心 (3003596),4,40000,\N,0,0,8,1,1
84837156,集團總經理秘書(3001239),4,40000,\N,3,0,3.00,1,1
80258575,董事會秘書(3001031),0,40000,\N,5,0,3.00,1,1
84892185,高階秘書/總經理秘書(3001445),0,40000,\N,3,0,3.00,1,1
85164266,知名電商公司 誠徵【主管秘書】(需有祕書經驗一年以上/英文精通  SMS_850,3,32000,40000,1,0,8,1,1
91432116,AY_英商外匯公司 外文行政秘書 #穩定 #薪優,3,30000,45000,0,0,8,1,1
91274134,知名企業 誠徵 高階秘書專員 (薪優、需常使用英語),3,40000,\N,0,0,8,1,1
91304100,業秘課課長/能外派,4,40000,\N,6,0,8,1,1
91304009,業秘課主管,4,40000,\N,4,0,8,1,1
91211777,錢進東南亞-月薪10萬起 董事長助理-公司包食宿(英文流利)K,3,55000,60000,0,0,8,1,0
91143810,(年薪百萬)海外集團 商務助理-英文中等-年假30天 M,0,40000,\N,0,0,8,3,0
85915016,總裁助理-包吃住-英文精通-菲律賓優質工作I,3,40000,\N,0,0,8,1,0
80098974,代徵~知名電商公司-業務秘書,3,30000,40000,2,0,9.00,1,1
91458340,外商公司_日文秘書(3003864),0,40000,\N,3,0,8,1,1
91458329,外商公司_日文秘書(3003865),0,29600,35000,0,0,8,1,1
91115397,遊戲產業_高階主管秘書(3003076),4,40000,\N,3,0,8,1,1
86032266,【知名外商遊戲公司】CEO Coordinator,4,35000,35000,0,0,8,1,1
86026069,【知名鏡頭大廠】董事長秘書,0,40000,\N,5,0,8,1,1
86024500,【知名IPC產業】Secretary,0,40000,\N,3,0,8,1,1
85219168,【知名電源供應製造商】總經理室特助,0,40000,\N,0,0,8,1,1
85156001,【知名集團護理之家】高階主管特助,4,40000,\N,5,0,8,1,1
79762731,【知名光電產業】高階主管秘書,0,40000,\N,0,0,8,1,1
91547624,社區督導,0,34000,36000,1,0,9.00,1,1
91550126,駐廠輔導管理師約僱人員,3,31500,31500,0,0,8,1,1
91549108,本菓綱目-儲備幹部(8),3,30000,40000,0,0,8.00,3,3
91549031,工程儲備幹部,3,30000,30000,0,0,9.00,1,2
91548859,生產儲備幹部(機工組),0,31300,41363,1,0,3.00,1,2
91534131,焊接課儲備幹部(早/中班),3,35000,45000,2,0,8,1,0
91526876,【新吉廠】生產儲備幹部(班長)(早/中班),3,30000,35000,2,0,8,1,0
91521938,檢疫協勤儲備人員-桃園機場,3,42000,42000,0,0,8,3,100
91510959,校園領班,3,27000,30000,3,0,8,1,1
91507027,儲備幹部,3,40000,\N,3,0,8,1,1
91505349,儲備幹部,3,30000,30000,1,0,8,3,1
91495342,管理幹部,3,28000,28000,2,0,8,1,1
91489002,微風股份-營運管理督導,3,36000,50000,2,0,8,1,1
91463050,營運主任(薪資35000-38000元),3,35000,38000,3,0,9.00,1,0
91447602,SEO Specialist 工程師,3,42000,80000,0,0,8,1,1
91306938,儲備幹部(竹北光明店),3,34000,34000,1,0,8,1,1
91289925,儲備幹部,0,28000,35000,0,0,9.00,1,1
91255415,儲備幹部O64204,0,26000,26000,0,0,8,0,2
91254074,管理幹部,3,45000,50000,7,0,9.00,1,1
