job_id,job_name,degree,low_salary,high_salary,exp_year,job_type,worktime,isnight,needed_num
91462046,事業群主管助理,5,35000,60000,0,0,8,1,1
91422801,【勤億蛋品】總務採購部-主管助理,4,40000,\N,5,0,8,1,1
91422262,總經理秘書,4,38000,52000,0,0,9.00,1,1
91422229,(薪約35K起 ) 內湖區 保全公司管理幹部 (有無經驗均可.速洽黃總0983-761-000),3,35000,35000,0,0,8,1,3
91257205,執行長特助,3,23800,35000,0,0,8,3,0
91236056,日本事務中心-日文秘書,4,40000,\N,3,0,8,1,1
91231167,★★行政秘書★★,4,32000,37000,0,0,8,1,1
91222743,主管秘書,4,27000,40000,0,0,8,1,1
91161056,P-循環經濟主管,6,40000,\N,10,0,8,1,1
86031239,專案特別助理(保障年薪14個月),4,30000,50000,0,0,9.00,1,1
85974133,(新莊區) 主管特助秘書 ( 薪約26K~32K.會電腦文書.會開車.副院長林小姐0935-918-018),3,26000,32000,1,0,10.00,1,1
85847420,【程式設計專案助理】底薪27000,0,27000,27000,0,0,9.00,1,2
85836566,董事長室助理(上班地點:高雄市大寮區),4,30000,40000,2,0,9.50,1,1
85160299,總經理室-行銷業務主管,4,40000,\N,5,0,8,1,1
85152316,徵信助理(桃園),0,30000,35000,2,0,8,1,1
85084155,營運助理,0,30000,50000,0,0,8,1,1
85058238,主管助理 - 採購,3,26000,30000,2,0,8,1,1
85022475,總經理秘書,3,32000,45000,1,0,9.00,1,0
80248512,隨行特助(新竹),3,23800,25000,0,0,8,1,1
80248510,隨行特助(台南),3,23800,25000,0,0,8,1,1
80248506,隨行特助(台北),3,23800,25000,0,0,8,1,1
80248505,隨行特助(台中),3,23800,25000,0,0,8,1,1
80248486,隨行特助(雲林),3,23800,25000,0,0,8,1,1
80248482,隨行特助(桃園),3,23800,26000,0,0,8,1,1
80241434,會計/助理,3,28000,36000,2,0,9.00,1,1
80241426,隨行特助(嘉義),3,23800,25000,0,0,8,1,1
80226348,隨行特助(宜蘭),3,23800,25000,0,0,8,1,1
80226347,隨行特助(南投),3,23800,25000,0,0,8,1,1
80226344,隨行特助(高雄),3,23800,25000,0,0,8,1,1
80111295,總經理特助,3,35000,50000,1,0,9.00,1,0
80111285,業務秘書(花蓮區),3,26000,35000,0,0,9.00,1,0
80110280,執行長特別助理,4,40000,\N,3,0,9.00,1,1
80040349,董事長秘書,3,35000,40000,2,0,9.50,1,1
79772105,總經理秘書,4,29000,35000,2,0,9.00,1,1
79385389,董事長特別助理兼主管駕駛(須會開車),4,25000,25000,0,0,8.50,3,1
78513202,工務助理,4,30000,50000,3,0,9.00,1,1
77047592,所長特助既秘書,4,40000,\N,0,0,9.00,1,1
76365366,進口部秘書,4,40000,\N,3,0,8.50,1,1
75529324,M007-總經理室專員,4,32000,35000,2,0,9.00,1,1
70697440,M007-總經理特別助理/秘書,4,32000,35000,0,0,3.00,1,0
70554257,英文業務助理,3,28000,40000,1,0,3.00,1,1
56611405,行政助理~急需~,3,34000,34000,0,0,8,1,1
55156618,總經理業務秘書（幕僚）,4,40000,\N,5,0,8,1,1
52880796,行政庶務特助,3,30000,50000,2,0,2.67,1,1
91546237,執行長特別助理,4,40000,\N,5,0,3.00,1,1
91544682,秘書,3,23800,23800,0,0,9.00,1,1
91534973,總經理特助,3,28000,38000,1,0,9.00,1,1
91531579,高階主管特助,4,40000,\N,0,0,8,1,1
91519494,高階主管特別助理,4,40000,\N,1,0,8,1,1
91518864,總經理助理,3,40000,\N,3,0,9.50,1,1
91512214,總經理特助,4,40000,\N,3,0,8,3,1
85171272,高階秘書,4,48000,68000,1,0,3.00,1,1
79387291,業務助理,4,25000,25000,0,0,8,1,1
78480574,英文行政專員,4,33000,40000,0,0,3.00,1,2
38617044,國貿人員-法文組,4,28000,38000,0,0,3.00,1,1
91504023,總經理室秘書,4,35000,40000,2,0,9.00,1,1
91503810,董事長秘書,3,40000,40000,0,0,9.00,1,1
91418295,培訓執行長特助,4,26000,32000,0,0,3.00,1,1
91148707,KIA汽車-業務管理專員,4,24000,28000,0,0,9.00,1,1
91135349,高級行政助理,4,31000,31000,4,0,9.00,1,1
86029215,主管特助,3,40000,\N,5,0,9.00,1,1
85959206,特助~有經驗者佳,0,28000,28000,0,0,8,1,1
85935699,大夜班店員,0,40000,\N,0,0,8,0,1
79896763,董事長室 特別助理,4,35000,45000,5,0,9.00,1,0
79125285,秘書-Secretary to senior supervisor,4,31400,31400,0,0,9.00,1,1
78397300,KIA汽車-營業部行政專員,4,24000,30000,0,0,8,1,1
75742205,總經理特助,3,25000,30000,0,0,3.00,1,1
53711101,董事長祕書/特別助理 洽0983-855-306,4,23800,30000,0,0,8,1,1
91495366,高階主管秘書,4,40000,\N,6,0,8,1,1
91494980,高階主管執行秘書,4,40000,\N,8,0,8,1,1
91488966,執行長特助,3,40000,40000,2,0,8,1,0
91466010,總經理特助或秘書,3,28000,50000,0,0,9.00,1,1
91458076,高階主管秘書,4,40000,\N,0,0,8,1,1
91421098,助理秘書,5,42000,45000,3,0,9.00,1,1
91416562,主管秘書(週休二日),4,28000,30000,3,0,8.50,2,1
91302525,泰嘉開發_董事長特助,4,40000,\N,5,0,9.00,1,1
91231536,執行長執行秘書,4,30000,40000,1,0,8.50,2,1
86011113,總經理特助,0,33000,50000,1,0,9.00,1,1
85991161,【儲備幹部】,3,30000,50000,3,0,9.00,1,1
85888054,【董事長秘書】速洽楊小姐0989-500-389,0,35000,80000,0,0,9.00,2,0
84999215,老闆特助,0,23800,30000,0,0,8,1,1
84851609,經理特助,4,23800,80000,2,0,8,1,1
78604380,國貿人員(純內勤),3,26000,26000,0,0,8,1,1
76182888,總經理秘書,4,30000,38000,1,0,9.00,1,1
75597322,國貿人員,4,26000,32000,0,0,3.00,1,1
70769162,會務秘書,3,25000,35000,3,0,3.50,1,2
54573757,【集團總部】 高階主管特助,4,35000,40000,3,0,8,1,1
53740002,總經理特助,4,40000,\N,5,0,8,1,2
91543269,不動產房仲秘書 [高獎金分紅],0,24000,26000,0,0,8,1,1
91539436,高階主管秘書,4,35000,35000,5,0,9.00,1,1
91518020,特務助理,3,35000,50000,1,0,8,1,1
91514891,高階主管秘書,3,40000,\N,3,0,9.00,1,1
91514549,RHT-執行長助理秘書,0,40000,\N,2,0,8,1,1
91508433,秘書,3,30000,35000,3,0,9.00,1,1
91502467,董事長秘書,3,32000,45000,2,0,9.00,1,1
91495593,高階主管特助,3,50000,50000,5,0,8,1,1
91487671,總經理室-專案特助,4,33000,37000,3,0,8,1,1
91475873,主管特別助理/高階秘書 (總部),4,30000,40000,0,0,8,1,1
91473236,總經理室助理,4,35000,40000,2,0,9.00,1,1
91465006,董事長秘書(淡水),4,36000,42000,0,0,9.00,1,1
91268457,主管秘書,3,28000,50000,2,0,8,1,1
91165790,管理部兼秘書,0,26000,40000,0,0,9.00,1,2
86004600,專案秘書,4,24000,24000,2,0,8,1,1
85866462,秘書 / 特別助理,4,40000,\N,0,0,8,1,1
85855465,隨行秘書【主管機要】,4,30000,40000,3,0,8,1,1
85834061,執行長秘書,0,30000,35000,0,0,8,0,1
85237206,執行長特助,4,40000,50000,5,0,8,0,0
84880073,秘書,3,28000,28000,0,0,9.00,1,1
84871880,執行長秘書,3,23800,120000,0,0,8,1,1
84840637,國貿行政專案助理,3,40000,\N,5,0,8,1,1
84835701,主管秘書/特別助理,0,38000,45000,3,0,8,1,1
80191480,社群行銷美編秘書,3,24000,28000,0,0,8,1,1
79884519,秘書室主任,4,40000,60000,1,0,8,1,1
79877386,行政秘書,4,40000,\N,5,0,8,3,1
79580191,主管特助.,4,34000,34000,2,0,2.50,1,2
77322646,業務秘書,3,30000,45000,1,0,3.00,1,1
77028657,特別助理,3,40000,\N,0,0,8.00,1,2
71339509,董事長特助,3,40000,\N,5,0,8,1,1
56325982,英文祕書,4,30000,40000,3,0,8,1,1
55730381,董事長秘書特助,4,40000,\N,3,0,3.00,1,1
91542679,總經理助理(應屆畢業可),4,28000,40000,0,0,9.00,1,1
91520537,特助,3,30000,30000,1,0,8,1,1
91498483,總經理特助,4,40000,\N,0,0,9.00,1,1
91494727,英文秘書,4,26000,26000,3,0,8,1,1
91487623,執行秘書,4,30000,40000,0,0,9.00,1,1
91464813,行政秘書,3,28000,35000,1,0,9.50,1,1
91430945,總經理特助,5,40000,\N,1,0,8.75,1,1
91549108,本菓綱目-儲備幹部(8),3,30000,40000,0,0,8.00,3,3
91549031,工程儲備幹部,3,30000,30000,0,0,9.00,1,2
91548859,生產儲備幹部(機工組),0,31300,41363,1,0,3.00,1,2
91547747,本菓綱目-儲備幹部(7),3,30000,40000,0,0,8.00,3,3
91547624,社區督導,0,34000,36000,1,0,9.00,1,1
91547502,綜管,0,38000,38000,0,0,8,1,1
91547212,客服主管,3,40000,\N,2,0,8,3,1
91546584,現場養殖儲備幹部,0,30000,60000,0,0,5.50,1,1
91539545,本菓綱目-儲備幹部(6),3,30000,40000,0,0,8.00,3,2
91536979,基層管理幹部,0,28000,34000,0,0,9.50,1,0
91535190,本菓綱目-儲備幹部(5),3,30000,40000,0,0,8.00,3,2
91527468,儲備主管幹部,0,35000,40000,0,0,8,3,0
91526184,本菓綱目-儲備幹部(3),3,30000,40000,0,0,8.00,3,2
91523654,本菓綱目-儲備幹部(2),3,30000,40000,0,0,8.00,3,2
91522357,本菓綱目-儲備幹部(1),3,30000,40000,0,0,8.00,3,2
91522197,廚房副主任,3,42000,50000,0,0,8,1,1
91510959,校園領班,3,27000,30000,3,0,8,1,1
91503352,越南翻譯（越南任職）,3,28000,40000,0,0,8,1,1
91489951,副教室長(副主任),4,26000,34000,0,0,8,0,2
91489002,微風股份-營運管理督導,3,36000,50000,2,0,8,1,1
91436854,儲備幹部,0,30000,40000,2,0,8,1,1
91433026,中班儲備幹部(月薪33000起),0,33000,33000,0,0,8.00,0,0
91431492,台南內勤幹部,3,30000,30000,3,0,8,1,1
91288200,(薪約35K起) 內湖區 保全公司管理幹部 (有無經驗均可.速洽黃總0983-761-000),3,35000,35000,0,0,8,1,3
91257678,水產儲備幹部,4,26000,50000,0,0,9.67,1,1
91224347,"＜大台北地區＞督導專員,儲備幹部",3,34000,34000,2,0,0.00,3,1
91195447,專利商標主管,3,40000,\N,3,0,9.00,1,1
91143120,新莊店 - 儲備幹部,0,28000,42000,0,0,8,0,1
85950351,工地領班(高雄),0,23800,23800,0,0,8,1,1
85940707,儲備幹部,4,28000,28000,0,0,9.00,1,1
85894643,儲備幹部,0,35000,42000,1,0,9.00,1,3
85876725,《定期加薪》現場儲備幹部(電洽優先面試),0,23800,28000,0,0,9.00,1,1
85169267,儲備幹部,3,23800,30000,0,0,9.50,1,1
85156013,主任(明誠日光精品旅館),4,30000,36000,0,0,8,1,1
85132327,中龍鋼鐵工安管理人員,3,28000,33000,0,0,9.00,1,1
85014673,儲備幹部,3,32000,65000,1,0,8,0,1
84842521,儲備幹部/特別助理,4,35000,50000,0,0,9.00,1,2
84809089,達美樂披薩桃園中山店培訓幹部,0,26000,26000,0,0,8,0,1
80203736,物管課長 汐止上班(文山、新店、板橋、新莊、中和),3,38000,40000,0,0,8,1,1
80185886,店長(門市人員)藥師極佳,3,40000,40000,0,0,7.33,3,1
80173130,培訓教室長(儲備幹部)-台中市,3,26000,34000,0,0,7.00,3,1
80038875,清潔組長(鄰近台北捷運站),0,30000,50000,2,0,8,3,1
79845107,南海茶道儲備店級幹部(民族店),3,28000,32000,2,0,8,3,1
79845102,南海茶道儲備店級幹部(鹿港天后店),3,28000,32000,2,0,8,3,1
79766640,業務儲備幹部 (保障底薪+高額業績獎金)(針對已聯絡客戶拜訪 ),3,26300,150000,0,0,8,3,0
79747072,儲備幹部-台中南區,3,26000,30000,0,0,8,3,2
79729751,區督導(直營門店管理)-桃竹區,3,35000,50000,2,0,8,1,1
78363122,廣三SOGO-營業儲備幹部,4,28000,32000,0,0,8,3,3
78340084,儲備幹部 (歡迎研所以上應屆畢業生),5,37000,50000,0,0,8,1,1
77819739,南海茶道儲備店級幹部(三重五華店),3,28000,32000,2,0,8,3,1
77801719,管理幹部(環境清潔維護業),3,32000,40000,3,0,9.00,1,1
77294605,製造現場儲備幹部,3,33000,38000,3,0,8,1,2
77068438,儲備店長-嘉南店(嘉南球場內-精品店) ,0,40000,\N,0,0,8,1,0
77017762,內場-儲備幹部,3,29000,33000,0,0,5.50,3,1
76780398,內場-儲備幹部,3,29000,33000,0,0,5.50,3,0
76759950,外場-儲備幹部,3,29000,33000,0,0,5.50,3,0
76578926,儲備幹部,0,24000,29000,0,0,8,1,1
76372406,內場-儲備幹部,3,29000,33000,0,0,4.00,3,0
75885004,【店長/區督導】全國直營/彰化門市,0,25000,50000,0,0,8,3,0
75759632,區督導(直營門店管理)-中區,3,35000,50000,2,0,8,1,1
75662214,區督導(直營門店管理)-北區,3,35000,50000,2,0,8,1,1
59628886,現場儲備幹部,3,27000,29000,0,0,9.00,3,0
56573802,挪威森林(新店館)儲備主任9H月休八天**請親洽面試,3,28000,37000,1,0,9.00,2,1
55988103,外場-儲備幹部,3,29000,33000,0,0,4.00,3,2
55988098,外場-儲備幹部,3,29000,33000,1,0,8.00,3,1
54948792,生管儲備幹部,3,30000,30000,0,0,9.33,1,1
54488320,"鴻金寶百貨樓管(無經驗可,28,000~35,000)",3,28000,35000,2,0,9.00,2,2
54418285,門市主管,3,23800,23800,3,0,8,1,1
91545892,儲備幹部(應屆食品相關科系可),3,25800,25800,0,0,8,1,1
91545762,綜管勤務,0,38000,38000,0,0,8,1,1
91545193,儲備幹部,0,33000,33000,0,0,8,1,1
76437703,【保障9個月45萬】i智慧經紀人f (挑戰年薪300萬) ＊,3,50000,50000,0,0,1.00,1,20
76036686,【保障9個月45萬】i智慧經紀人a (無經驗可/提供完整人才培訓計畫) ＊,3,40000,\N,0,0,8,1,20
91533496,低溫倉儲部門主管儲備幹部（台南）,3,40000,\N,3,0,8,3,1
91495922,正職人員,0,32000,34000,0,0,8,2,1
85947503,健身教練,4,24500,24500,1,0,8,3,1
91549363,【肉多多火鍋 台中地區】儲備主管 - 米其林指標/有熱情、挑戰米其林等級夥伴,0,40000,50000,5,0,8,3,1
91548820,物流儲備主管(大園區),3,40000,\N,3,0,8,2,1
91548817,儲備主管-桃園區,3,40000,\N,3,0,8,2,1
91548357,總公司 全職 購物中心南區營運主任(高屏區 (樓管)),3,28000,32000,2,0,9.50,1,1
91548268,儲備店經理(台中市-霧峰區),3,28000,34000,0,0,8,3,1
91548159,梁社漢排骨正職服務人員(高雄苓雅區),0,30000,38000,0,0,8,1,0
91548125,儲備幹部(台中市-霧峰區),3,28000,34000,0,0,8,3,1
91548016,【台中秀泰站前S2館】儲備幹部(外場)-劉震川,3,30000,35000,0,0,8,1,0
91547872,生產儲備幹部,3,30000,45000,2,0,8,1,2
91547863,正職社員「捷運石牌站」(歡迎二度就業)【日本最大豬排店-かつや吉豚屋】,3,29500,33000,0,0,13.00,3,0
91547648,外場儲備幹部,0,33000,38000,0,0,0.00,1,0
91547371,柒串燒屋 長安店 儲備人員 責任感,0,32000,45000,0,0,8,2,1
91547368,柒串燒屋 長安店 儲備人員 有目標,0,32000,45000,0,0,8,2,1
91547366,柒串燒屋 長安店 儲備人員 熱忱,0,32000,45000,0,0,8,2,1
91547362,柒串燒屋 長安店 儲備人員 （熱情）,0,32000,45000,0,0,8,2,1
91547287,【泉成餐飲集團】- 儲備主管 (泉成小火鍋-新竹巨城門市) 近期開幕,0,35000,45000,1,0,8,3,1
91547286,【泉成餐飲集團】- 副店長 (泉成小火鍋-新竹巨城門市) 近期開幕,0,30000,40000,2,0,8,3,1
91547284,【泉成餐飲集團】- 店長 (泉成小火鍋-新竹巨城門市) 近期開幕,0,35000,45000,2,0,8,3,1
91547275,【泉成餐飲集團】- 儲備幹部 (泉成小火鍋-新竹巨城門市) 近期開幕,0,33000,38000,0,0,8,3,1
91547201,儲備幹部,4,24000,29000,0,0,9.00,1,1
91547099,門市儲備幹部(鮮五丼－日式丼飯連鎖-板橋府中店),3,28000,33000,1,0,12.00,3,2
91546677,教育訓練專員(具飯店/航空/連鎖餐飲相關訓練尤佳）,3,32000,45000,3,0,8,1,1
91546611,【鷄不可獅．炸鷄大獅桃園區．儲備幹部召喚中】,3,28000,28000,0,0,8,3,2
91546601,【無餐飲經驗可】加入A咖店長計畫、麥向雙贏的未來(台北、桃園),3,30000,35000,0,0,8,3,0
91546599,【鷄不可獅．炸鷄大獅台北區．儲備幹部召喚中】,3,28000,28000,0,0,8,3,2
91546383,✿實習儲備幹部(30000-35000以上),0,30000,35000,2,0,8,3,1
91536877,品檢包裝晚班副領班,3,29000,32000,1,0,8.50,0,1
91534778,炸物店儲備店長,0,35000,38000,2,0,8,2,1
91532240,微風集團-樓面營業管理人員,3,30000,45000,3,0,8,3,1
91531391,儲備幹部(林口),3,40000,40000,0,0,8,1,1
91531389,儲備幹部(台中),3,40000,40000,0,0,8,1,1
91531060,COLD STONE冰淇淋京站二門市儲備幹部-(京站時尚廣場B2),3,29000,34000,0,0,14.50,3,1
91518026,[業務部]通路行銷業務專員(中部營業處),3,32000,45000,0,0,9.00,1,1
91516419,帳管客服,3,27000,32000,0,0,9.00,1,0
91515779,休閒農場儲備幹部,3,23800,28000,0,0,8,1,2
91515579,美廉社-熱烈召募儲備幹部-台南-善化區.柳營區需輪調,3,25000,25000,0,0,9.00,3,2
91515576,採購助理主管,3,38000,45000,2,0,8,1,1
91510622,早班儲備,0,27000,29000,0,0,8,1,0
91509924,門市儲備幹部(三商巧福-桃園市-中壢中原店),3,28000,33000,0,0,12.00,3,1
91509069,門市儲備幹部(福勝亭-桃園市-春日店),3,28000,33000,0,0,12.00,3,1
91509065,門市儲備幹部(福勝亭-桃園市-桃園愛買店),3,28000,33000,0,0,12.00,3,1
91508867,飼養管理人員(儲備幹部)薪資29000,0,28000,39000,0,0,8,1,0
91508392,門市儲備幹部(鮮五丼－日式丼飯連鎖-中壢中原店),3,28000,33000,1,0,12.00,3,1
91504307,上島珈琲店儲備店長,3,35000,35000,3,0,8,3,3
91502496,六堆伙房 外場儲備人員起薪$30000元,3,30000,30000,2,0,8,1,3
91500835,美容spa店長,0,33000,33000,3,0,8,1,2
91486471,夜班理貨儲備幹部(00點班),3,26000,30000,0,0,8.75,0,1
91486463,早班理貨儲備幹部(09點班),3,26000,30000,0,0,8.75,1,1
91480851,事業合夥人(專/兼) ––- 企業資訊整合––-,4,40000,\N,10,0,8,1,1
91475528,國內業務開發專員暨儲備幹部,4,40000,\N,2,0,9.00,1,1
91473970,廠務部門儲備幹部,3,32000,40000,2,0,9.00,1,1
91472919,晚班儲備,0,28000,30000,0,0,8,2,0
91471136,FCT-業務專員(北區),0,28000,33000,0,0,9.00,1,1
91460996,日班電性測試技術員,3,24200,34700,1,0,12.08,1,2
91460326,微風集團-百貨餐飲營業幹部,3,35000,55000,3,0,8,3,2
91460091,正職人員,3,23800,35000,1,0,8,3,2
91459437,種雞飼養儲備幹部(台南柳營),4,30000,40000,0,0,9.50,1,2
91459399,種雞飼養儲備幹部(嘉義鹿草),4,30000,40000,0,0,9.50,1,2
91459356,種雞飼養儲備幹部(台南後壁),4,30000,40000,0,0,9.50,1,2
91459348,種雞飼養儲備幹部(台南關廟),4,30000,40000,0,0,9.50,1,2
91459337,種雞飼養儲備幹部(台南官田),4,30000,40000,0,0,9.50,1,2
91449130,【頂級魂麵】外場儲備幹部(微風廣場店/微風松高店/微風南山店),3,30000,33000,2,0,8,3,0
91442569,Trine&Zen 西餐咖啡廳-店長/管理主管/儲備幹部,3,35000,45000,3,0,8,3,1
91440733,[儲備幹部] 整合行銷業務(大陸、越南)_菁英儲備招募計畫,4,40000,\N,0,0,8,1,0
91440729,[儲備幹部] 電機工程_菁英儲備招募計畫,4,40000,\N,0,0,8,1,0
91549037,人資主管,4,50000,70000,5,0,9.00,1,1
91547321,人資部/訓練發展主管,4,40000,\N,5,0,8,1,1
91522758,海外人力資源人員(具獎酬經驗尤佳),4,40000,\N,5,0,8,1,1
91518844,人力資源主管(一年以上人力資源工作經驗),4,36000,45000,1,0,9.00,1,1
91497262,東南亞人資專員,4,40000,40000,2,0,8,1,1
91497226,Talent & Learning Manager,5,40000,\N,2,0,8,1,1
91481666,人資專員/主管 (招募),3,40000,\N,1,0,8,1,2
91478684,人資專員,3,25000,30000,3,0,10.00,1,1
91466170,祕書,4,36000,40000,3,0,8,1,1
91291560,(薪約35K起) 內湖區 保全公司管理幹部 (有無經驗均可.速洽黃總0983-761-000),3,35000,35000,0,0,8,1,3
91237149,人事儲備主管,3,30000,35000,3,0,8,1,1
91236780,知名外商公司 百貨專櫃 HR,4,35000,35000,1,0,8.00,1,1
91183480,福容大飯店-人資部主任(總公司),3,40000,\N,3,0,8,1,1
85991018,【勤億蛋品】嘉義廠-人資專員/儲備主管,4,27000,35000,2,0,9.00,1,1
85988927,營造人事主管,4,40000,\N,0,0,8,1,1
85964670,人資專員(証統廠),4,40000,\N,2,0,8,1,1
85927249,招募資深專員,3,35000,45000,3,0,9.00,1,1
85191812,人力資源部主管,4,40000,\N,8,0,8,1,1
84859823,總公司-人資專員,3,30000,33000,3,0,9.00,1,1
84801800,人資管理,3,25000,28000,1,0,8,1,0
80170275,人力資源專員,0,30000,30000,1,0,9.00,1,1
91545042,[桃園]物流派遺人力主管-歡迎軍職/房仲/旅遊業轉,3,40000,\N,5,0,13.00,2,1
91541709,0707_1HR測試通知信職缺，勿應徵，勿應微,0,25000,30000,0,0,8,1,0
91540974,人力資源主管,3,38000,40000,3,0,3.00,1,1
91528156,人資人員-新店,4,40000,40000,0,0,8,1,1
91527644,人資專員,3,30000,30000,1,0,8,1,1
91502633,人力資源資深管理師,4,40000,60000,5,0,9.25,1,1
91501936,人事,4,23800,30000,1,0,8,1,1
91493945,行政部暨人力資源經理,4,40000,\N,5,0,8,1,1
91493941,HR and Administration Manager,4,40000,\N,5,0,8,1,1
91468838,人資資深專員/主管,3,40000,\N,5,0,8,1,1
91457943,人事專員,3,23800,35000,1,0,8,1,1
91447574,大台南勤務督導,3,27000,27000,1,0,8,1,2
91180805,人資主管,3,36000,43000,5,0,8,1,1
85877716,特別助理,4,40000,\N,3,0,9.50,1,1
